InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
554372,13842,2011-05-24 10:50:00,301.14,142,19,19,United Kingdom
554375,18044,2011-05-24 11:29:00,245.92,163,17,17,United Kingdom
554376,15719,2011-05-24 11:31:00,491.71999999999997,273,77,79,United Kingdom
554379,14047,2011-05-24 11:35:00,339.7,100,5,5,United Kingdom
554380,16709,2011-05-24 11:45:00,580.36,104,12,12,United Kingdom
554381,16709,2011-05-24 11:46:00,133.8,28,3,3,United Kingdom
554382,17365,2011-05-24 11:55:00,609.28,510,60,66,United Kingdom
554392,14534,2011-05-24 12:04:00,211.5,68,19,19,United Kingdom
554415,18202,2011-05-24 12:10:00,747.24,298,36,36,United Kingdom
554421,18202,2011-05-24 12:12:00,164.02,86,9,9,United Kingdom
554424,14527,2011-05-24 12:14:00,138.87,35,14,14,United Kingdom
554441,13213,2011-05-24 12:22:00,320.48,182,21,21,United Kingdom
554465,13534,2011-05-24 12:36:00,300.8,170,18,18,United Kingdom
554483,13771,2011-05-24 12:57:00,593.25,231,21,21,United Kingdom
554484,13854,2011-05-24 13:02:00,302.88,156,4,4,United Kingdom
554485,18018,2011-05-24 13:22:00,37.45,3,2,2,United Kingdom
554487,16919,2011-05-24 13:27:00,146.5,68,29,29,United Kingdom
554489,17272,2011-05-24 13:46:00,751.76,497,38,38,United Kingdom
554490,17058,2011-05-24 13:50:00,236.94,104,14,14,United Kingdom
554491,14606,2011-05-24 13:50:00,99.83,62,28,28,United Kingdom
554492,13168,2011-05-24 13:56:00,131.43,46,11,11,United Kingdom
554494,16327,2011-05-24 14:00:00,729.07,402,75,75,United Kingdom
554495,17961,2011-05-24 14:18:00,3.75,1,1,1,United Kingdom
554496,18173,2011-05-24 14:25:00,452.0,208,5,5,United Kingdom
554497,15819,2011-05-24 14:38:00,537.5,392,36,36,United Kingdom
554498,15314,2011-05-24 14:39:00,327.97,313,24,24,United Kingdom
554502,14289,2011-05-24 14:47:00,124.68,26,6,6,United Kingdom
554503,14163,2011-05-24 15:06:00,337.92,128,8,8,United Kingdom
554504,17719,2011-05-24 15:13:00,304.4,130,17,17,United Kingdom
554505,17521,2011-05-24 15:14:00,159.56,116,8,8,United Kingdom
554506,14083,2011-05-24 15:22:00,15.18,26,2,2,United Kingdom
554507,15513,2011-05-24 15:29:00,317.16,228,13,13,United Kingdom
554508,13213,2011-05-24 15:33:00,94.80000000000001,24,2,2,United Kingdom
554509,17375,2011-05-24 15:45:00,113.73,48,26,26,United Kingdom
554510,17389,2011-05-24 15:51:00,336.6,36,5,5,United Kingdom
554513,14057,2011-05-24 15:56:00,342.46,250,12,12,United Kingdom
554515,15042,2011-05-24 16:25:00,135.93,30,5,5,United Kingdom
554520,17841,2011-05-24 17:03:00,468.01,137,48,48,United Kingdom
554524,14738,2011-05-24 17:18:00,17.4,12,1,1,United Kingdom
554534,16923,2011-05-24 17:34:00,50.0,40,1,1,United Kingdom
554542,15194,2011-05-25 08:32:00,499.08,260,19,19,United Kingdom
554543,16091,2011-05-25 09:18:00,157.25,83,10,10,United Kingdom
554545,13102,2011-05-25 09:35:00,219.78,207,13,13,United Kingdom
554547,13102,2011-05-25 09:37:00,79.56,48,4,4,United Kingdom
554549,12747,2011-05-25 09:57:00,328.34999999999997,145,14,14,United Kingdom
554552,13694,2011-05-25 09:58:00,2044.8400000000001,1196,8,8,United Kingdom
554554,13694,2011-05-25 10:02:00,262.54999999999995,187,3,3,United Kingdom
554555,12437,2011-05-25 10:08:00,267.12,182,11,11,France
554556,13098,2011-05-25 10:11:00,829.63,597,27,27,United Kingdom
554557,15804,2011-05-25 10:12:00,525.36,314,34,34,United Kingdom
554560,13317,2011-05-25 10:35:00,424.0,116,21,21,United Kingdom
554561,13317,2011-05-25 10:35:00,207.3,76,10,10,United Kingdom
554570,13728,2011-05-25 10:53:00,152.35,35,10,10,United Kingdom
554579,18229,2011-05-25 10:56:00,469.0,92,7,7,United Kingdom
554597,15140,2011-05-25 11:01:00,326.52,348,9,9,United Kingdom
554598,13263,2011-05-25 11:12:00,260.04,139,51,51,United Kingdom
554603,14593,2011-05-25 11:14:00,219.76999999999998,39,23,23,United Kingdom
554617,14593,2011-05-25 11:21:00,119.82,79,38,41,United Kingdom
554628,15039,2011-05-25 11:26:00,659.35,299,52,52,United Kingdom
554629,15882,2011-05-25 11:34:00,135.14000000000001,106,6,6,United Kingdom
554630,13268,2011-05-25 11:34:00,296.32,447,39,40,United Kingdom
554631,15882,2011-05-25 11:35:00,9.899999999999999,6,1,1,United Kingdom
554632,14287,2011-05-25 11:41:00,66.0,72,3,3,United Kingdom
554633,14287,2011-05-25 11:44:00,17.28,144,1,1,United Kingdom
554635,13069,2011-05-25 11:45:00,117.75000000000001,37,7,7,United Kingdom
554636,16763,2011-05-25 11:52:00,611.85,319,23,23,United Kingdom
554637,14688,2011-05-25 11:58:00,206.46,110,12,12,United Kingdom
554638,14810,2011-05-25 11:59:00,196.9,102,28,28,United Kingdom
554639,17955,2011-05-25 12:00:00,163.2,192,1,1,United Kingdom
554640,14680,2011-05-25 12:06:00,1126.6,396,8,8,United Kingdom
554641,17770,2011-05-25 12:06:00,123.3,58,2,2,United Kingdom
554642,14646,2011-05-25 12:19:00,1392.0,960,1,1,Netherlands
554643,16133,2011-05-25 12:28:00,792.62,277,11,11,United Kingdom
554644,15311,2011-05-25 12:34:00,712.6899999999999,463,28,28,United Kingdom
554645,17770,2011-05-25 12:34:00,52.9,30,5,5,United Kingdom
554646,17790,2011-05-25 12:39:00,124.25,40,8,8,United Kingdom
554647,14705,2011-05-25 12:39:00,179.0,100,1,1,United Kingdom
554648,12562,2011-05-25 12:44:00,444.96000000000004,183,21,21,France
554649,16133,2011-05-25 12:46:00,79.19999999999999,48,1,1,United Kingdom
554650,12681,2011-05-25 12:54:00,568.74,377,30,30,France
554651,12779,2011-05-25 12:55:00,752.2099999999999,261,27,27,Poland
554654,12815,2011-05-25 13:34:00,615.36,239,31,31,Poland
554655,12924,2011-05-25 13:35:00,367.28000000000003,192,6,6,United Kingdom
554656,17663,2011-05-25 13:36:00,230.55,85,9,9,United Kingdom
554658,12839,2011-05-25 14:18:00,306.88,286,23,23,United Kingdom
554663,14985,2011-05-25 14:29:00,172.24,171,37,37,United Kingdom
554664,14397,2011-05-25 14:40:00,76.8,40,3,3,United Kingdom
554665,14336,2011-05-25 14:44:00,349.94,254,16,16,United Kingdom
554666,13599,2011-05-25 14:54:00,371.3,180,14,14,United Kingdom
554667,15727,2011-05-25 15:18:00,374.82000000000005,214,14,14,United Kingdom
554668,18226,2011-05-25 15:19:00,317.59999999999997,174,13,13,United Kingdom
554669,15203,2011-05-25 15:31:00,480.96,449,36,36,United Kingdom
554670,18044,2011-05-25 15:47:00,77.52,26,5,5,United Kingdom
554671,14009,2011-05-25 15:47:00,314.7,142,18,18,United Kingdom
554672,14415,2011-05-25 15:54:00,387.1,188,20,20,United Kingdom
554674,14522,2011-05-25 16:01:00,278.63,168,7,7,United Kingdom
554682,14085,2011-05-25 16:08:00,311.5,170,46,46,United Kingdom
554684,16448,2011-05-25 16:28:00,182.99,76,19,19,United Kingdom
554695,16161,2011-05-25 17:12:00,213.22,107,24,24,United Kingdom
554697,14584,2011-05-25 17:31:00,220.38,104,29,29,United Kingdom
554698,16678,2011-05-26 08:38:00,301.35,199,11,11,United Kingdom
554699,12613,2011-05-26 09:17:00,501.83000000000004,194,22,22,Germany
554700,12613,2011-05-26 09:18:00,139.03,79,6,6,Germany
554701,12974,2011-05-26 09:33:00,144.8,24,8,8,United Kingdom
554702,15805,2011-05-26 09:45:00,385.81,257,25,25,United Kingdom
554703,15281,2011-05-26 10:03:00,48.1,18,2,2,United Kingdom
554704,15658,2011-05-26 10:09:00,418.95,115,21,21,United Kingdom
554705,12910,2011-05-26 10:12:00,364.38,126,5,5,United Kingdom
554706,12910,2011-05-26 10:13:00,57.900000000000006,26,2,2,United Kingdom
554707,14101,2011-05-26 10:15:00,1090.76,476,6,6,United Kingdom
554708,16449,2011-05-26 10:25:00,291.0,130,17,17,United Kingdom
554709,15769,2011-05-26 10:35:00,1086.0,600,3,3,United Kingdom
554710,15769,2011-05-26 10:37:00,537.0,300,1,1,United Kingdom
554711,12654,2011-05-26 10:41:00,123.05,40,8,8,Germany
554712,16873,2011-05-26 10:43:00,546.88,218,22,22,United Kingdom
554713,12654,2011-05-26 10:43:00,48.099999999999994,34,3,3,Germany
554718,12942,2011-05-26 11:16:00,137.77,35,8,8,United Kingdom
554756,16837,2011-05-26 11:36:00,75.0,32,3,3,United Kingdom
554762,16837,2011-05-26 11:37:00,320.5,148,17,17,United Kingdom
554765,16837,2011-05-26 11:38:00,341.6,131,22,22,United Kingdom
554770,14911,2011-05-26 11:40:00,482.44,305,26,26,EIRE
554776,14911,2011-05-26 11:43:00,5.8,4,1,1,EIRE
554787,16356,2011-05-26 11:51:00,107.67,48,15,15,United Kingdom
554788,12987,2011-05-26 12:00:00,304.3,108,14,14,United Kingdom
554789,16966,2011-05-26 12:07:00,426.96,528,6,6,United Kingdom
554791,14911,2011-05-26 12:12:00,5.8,4,1,1,EIRE
554792,12547,2011-05-26 12:38:00,48.4,25,2,2,Spain
554794,12720,2011-05-26 12:41:00,215.51999999999998,186,15,15,Germany
554795,14210,2011-05-26 12:46:00,316.8,108,17,17,United Kingdom
554798,15189,2011-05-26 12:52:00,610.5999999999999,284,9,9,United Kingdom
554808,17059,2011-05-26 13:01:00,329.01,154,57,57,United Kingdom
554809,16838,2011-05-26 13:13:00,196.73000000000002,92,11,11,United Kingdom
554810,14816,2011-05-26 13:16:00,271.85,5,4,4,United Kingdom
554812,15005,2011-05-26 13:21:00,252.32999999999998,171,39,39,United Kingdom
554813,15852,2011-05-26 13:26:00,103.21000000000001,38,21,21,United Kingdom
554814,16609,2011-05-26 13:34:00,895.44,342,42,42,United Kingdom
554815,13798,2011-05-26 13:46:00,589.78,254,4,4,United Kingdom
554816,17550,2011-05-26 14:01:00,100.44,22,9,9,United Kingdom
554817,15622,2011-05-26 14:08:00,302.8,68,16,16,United Kingdom
554818,13199,2011-05-26 14:09:00,292.6,224,6,6,United Kingdom
554819,17550,2011-05-26 14:09:00,10.5,5,5,5,United Kingdom
554820,15622,2011-05-26 14:09:00,107.4,44,5,5,United Kingdom
554821,13199,2011-05-26 14:09:00,67.88,52,3,3,United Kingdom
554822,12937,2011-05-26 14:17:00,210.8,76,12,12,United Kingdom
554823,16624,2011-05-26 14:20:00,426.43,196,21,21,United Kingdom
554824,15785,2011-05-26 14:21:00,401.82,197,16,16,United Kingdom
554825,16843,2011-05-26 14:45:00,309.41,163,16,16,United Kingdom
554826,12493,2011-05-26 14:53:00,232.5,88,12,12,France
554827,14646,2011-05-26 15:19:00,8980.88,4664,50,50,Netherlands
554832,16092,2011-05-26 15:30:00,282.86,234,17,17,United Kingdom
554834,17416,2011-05-26 15:35:00,327.59999999999997,168,2,2,United Kingdom
554835,15241,2011-05-26 16:11:00,201.97,172,14,14,United Kingdom
554836,13015,2011-05-26 16:25:00,783.67,238,30,30,United Kingdom
554837,14584,2011-05-26 16:30:00,254.42000000000002,79,23,23,United Kingdom
554838,18232,2011-05-26 16:30:00,107.85000000000001,57,8,8,United Kingdom
554839,14056,2011-05-26 17:15:00,374.29,126,49,50,United Kingdom
554840,12684,2011-05-26 17:16:00,398.0,426,13,13,France
554842,14740,2011-05-26 18:17:00,555.71,251,34,34,United Kingdom
554843,13911,2011-05-26 19:13:00,330.42,590,16,16,United Kingdom
554844,18073,2011-05-26 19:38:00,63.0,28,3,3,United Kingdom
554845,17450,2011-05-26 19:49:00,5518.68,2140,8,8,United Kingdom
554850,17739,2011-05-27 09:15:00,388.18,158,6,6,United Kingdom
554853,16839,2011-05-27 09:32:00,366.56,294,7,7,United Kingdom
554854,16369,2011-05-27 09:39:00,354.45,199,15,15,United Kingdom
554855,15172,2011-05-27 09:48:00,179.8,286,13,13,United Kingdom
554858,17042,2011-05-27 10:15:00,222.18,120,13,13,United Kingdom
554859,14828,2011-05-27 10:16:00,1063.8400000000001,508,9,9,United Kingdom
554860,15249,2011-05-27 10:20:00,548.39,229,28,28,United Kingdom
554861,12633,2011-05-27 10:29:00,716.73,342,38,38,Germany
554865,14280,2011-05-27 10:37:00,134.04,52,8,8,United Kingdom
554866,13488,2011-05-27 10:41:00,493.27,291,24,24,United Kingdom
554868,13135,2011-05-27 10:52:00,3096.0,4300,1,1,United Kingdom
554869,16525,2011-05-27 10:55:00,338.28000000000003,408,5,5,United Kingdom
554906,14194,2011-05-27 11:41:00,670.61,369,39,39,United Kingdom
554915,16133,2011-05-27 12:23:00,325.6,88,5,5,United Kingdom
554916,17345,2011-05-27 12:26:00,82.79,46,11,11,United Kingdom
554917,15104,2011-05-27 12:29:00,618.9,415,39,39,United Kingdom
554918,17345,2011-05-27 12:29:00,42.59,15,10,10,United Kingdom
554919,13225,2011-05-27 12:38:00,537.0,300,3,3,United Kingdom
554920,16275,2011-05-27 12:41:00,559.87,336,33,33,United Kingdom
554921,13854,2011-05-27 12:44:00,411.59999999999997,56,2,2,United Kingdom
554922,14735,2011-05-27 12:47:00,316.1,110,8,8,United Kingdom
554923,14735,2011-05-27 12:48:00,89.7,22,2,2,United Kingdom
554924,12748,2011-05-27 12:54:00,12.850000000000001,4,2,2,United Kingdom
554927,16726,2011-05-27 13:00:00,191.4,68,10,10,United Kingdom
554929,13018,2011-05-27 13:16:00,366.87,313,27,27,United Kingdom
554930,15939,2011-05-27 13:17:00,252.0,600,1,1,United Kingdom
554932,12999,2011-05-27 13:24:00,76.5,6,1,1,United Kingdom
554933,13232,2011-05-27 13:26:00,251.71,172,39,39,United Kingdom
554934,12971,2011-05-27 13:29:00,65.9,18,3,3,United Kingdom
554935,14338,2011-05-27 13:30:00,579.97,334,30,30,United Kingdom
554936,12971,2011-05-27 13:30:00,100.19999999999999,84,3,3,United Kingdom
554937,15402,2011-05-27 13:32:00,440.99,431,28,28,United Kingdom
554938,12876,2011-05-27 13:34:00,726.43,651,34,34,Belgium
554939,15311,2011-05-27 13:49:00,373.03999999999996,328,18,18,United Kingdom
554940,12494,2011-05-27 13:49:00,403.09000000000003,157,21,21,France
554941,16016,2011-05-27 13:53:00,127.19,58,16,16,United Kingdom
554942,17841,2011-05-27 14:01:00,150.07999999999998,105,40,41,United Kingdom
554943,13798,2011-05-27 14:10:00,556.3,258,4,4,United Kingdom
554944,18073,2011-05-27 14:12:00,178.08,168,2,2,United Kingdom
554946,18242,2011-05-27 14:22:00,379.82,290,17,17,United Kingdom
554947,12748,2011-05-27 14:29:00,100.48,97,3,3,United Kingdom
554948,14447,2011-05-27 14:29:00,336.03000000000003,177,24,24,United Kingdom
554949,14092,2011-05-27 14:44:00,327.66,130,15,15,United Kingdom
554950,14227,2011-05-27 14:48:00,797.48,448,46,46,United Kingdom
554951,16323,2011-05-27 14:48:00,207.50000000000003,50,1,1,United Kingdom
554952,14227,2011-05-27 14:48:00,81.0,30,2,2,United Kingdom
554953,14227,2011-05-27 14:49:00,17.4,12,1,1,United Kingdom
554954,14227,2011-05-27 14:50:00,179.67000000000002,87,9,9,United Kingdom
554955,17412,2011-05-27 14:55:00,120.7,56,6,6,United Kingdom
554963,14625,2011-05-27 15:32:00,314.1,80,19,19,United Kingdom
554964,15867,2011-05-27 15:57:00,251.05,207,38,38,United Kingdom
554965,14560,2011-05-27 16:00:00,67.15,17,2,2,United Kingdom
554966,16034,2011-05-27 16:17:00,146.4,48,4,4,United Kingdom
554968,17961,2011-05-27 16:24:00,94.41,21,14,14,United Kingdom
554969,14976,2011-05-27 16:30:00,178.74,42,10,10,United Kingdom
554974,14031,2011-05-27 17:14:00,1100.55,337,26,26,United Kingdom
554975,17819,2011-05-29 10:40:00,843.0600000000001,314,10,10,United Kingdom
554976,15046,2011-05-29 10:57:00,320.35,193,22,22,United Kingdom
554977,16444,2011-05-29 11:03:00,121.0,61,19,19,United Kingdom
554978,16889,2011-05-29 11:05:00,350.06,250,30,30,United Kingdom
554979,16931,2011-05-29 11:34:00,161.58,125,36,37,United Kingdom
554980,17613,2011-05-29 11:59:00,45.55,13,6,6,United Kingdom
554981,17613,2011-05-29 12:06:00,410.09000000000003,207,49,51,United Kingdom
554982,17152,2011-05-29 12:16:00,1155.6,271,4,4,United Kingdom
554984,17152,2011-05-29 12:19:00,218.0,40,2,2,United Kingdom
554985,12426,2011-05-29 12:26:00,582.73,258,30,30,Germany
554986,14451,2011-05-29 12:35:00,360.0,204,52,52,United Kingdom
554987,14823,2011-05-29 12:48:00,68.65,16,14,14,United Kingdom
554988,15897,2011-05-29 13:32:00,119.71000000000001,145,6,6,United Kingdom
554989,15897,2011-05-29 13:50:00,88.88,78,15,16,United Kingdom
554990,16567,2011-05-29 13:57:00,308.03999999999996,520,9,9,United Kingdom
554991,14823,2011-05-29 14:03:00,142.0,32,32,32,United Kingdom
554992,16686,2011-05-29 14:08:00,366.04,399,67,69,United Kingdom
554993,17051,2011-05-29 14:13:00,240.89000000000001,179,40,42,United Kingdom
554994,14606,2011-05-29 14:18:00,144.06,71,44,44,United Kingdom
554995,18109,2011-05-29 14:23:00,161.71,82,16,16,United Kingdom
554996,16407,2011-05-29 14:28:00,194.4,92,16,16,United Kingdom
554997,16746,2011-05-29 15:35:00,321.96000000000004,226,18,18,United Kingdom
554998,15925,2011-05-29 15:35:00,207.15,93,12,12,United Kingdom
554999,15547,2011-05-29 15:44:00,407.43,198,55,56,United Kingdom
555000,18232,2011-05-31 08:03:00,263.13,113,16,16,United Kingdom
555001,16566,2011-05-31 08:32:00,185.22000000000003,114,4,4,United Kingdom
555002,17682,2011-05-31 08:50:00,350.12,180,17,17,United Kingdom
555003,12787,2011-05-31 09:36:00,158.1,65,8,8,Netherlands
555004,13549,2011-05-31 09:37:00,105.35,53,7,7,United Kingdom
555005,16656,2011-05-31 09:38:00,1093.44,1240,8,8,United Kingdom
555007,13694,2011-05-31 09:52:00,208.79999999999998,144,2,2,United Kingdom
555008,17061,2011-05-31 10:24:00,382.70000000000005,66,2,2,United Kingdom
555009,17340,2011-05-31 10:32:00,607.74,294,22,22,United Kingdom
555010,17450,2011-05-31 10:38:00,213.12,144,1,1,United Kingdom
555011,16168,2011-05-31 10:43:00,75.0,20,4,4,United Kingdom
555012,16814,2011-05-31 10:43:00,390.43,230,25,25,United Kingdom
555015,16558,2011-05-31 10:45:00,613.54,471,41,41,United Kingdom
555016,13113,2011-05-31 11:09:00,792.5,258,9,9,United Kingdom
555017,16801,2011-05-31 11:14:00,213.05,27,9,9,United Kingdom
555025,17648,2011-05-31 11:21:00,474.02,114,26,26,United Kingdom
555028,17648,2011-05-31 11:22:00,49.5,6,3,3,United Kingdom
555070,15863,2011-05-31 11:36:00,9.2,2,2,2,United Kingdom
555073,16470,2011-05-31 11:39:00,129.32,71,20,20,United Kingdom
555075,16013,2011-05-31 12:05:00,382.5,150,1,1,United Kingdom
555076,13900,2011-05-31 12:11:00,374.87,275,26,26,United Kingdom
555077,17975,2011-05-31 12:42:00,147.48,44,9,9,United Kingdom
555091,12748,2011-05-31 12:50:00,165.86,90,28,28,United Kingdom
555092,16483,2011-05-31 13:08:00,139.35,44,19,19,United Kingdom
555093,12720,2011-05-31 13:15:00,74.96,32,4,4,Germany
555094,13398,2011-05-31 13:17:00,457.34,281,26,26,United Kingdom
555095,12540,2011-05-31 13:32:00,1306.49,608,47,47,Spain
555096,12682,2011-05-31 13:32:00,458.84,203,18,18,France
555097,16333,2011-05-31 13:38:00,177.60000000000002,96,1,1,United Kingdom
555098,16333,2011-05-31 13:39:00,310.8,168,1,1,United Kingdom
555099,16333,2011-05-31 13:39:00,844.0,1720,3,3,United Kingdom
555101,13070,2011-05-31 13:45:00,228.8,110,9,9,United Kingdom
555102,14819,2011-05-31 13:50:00,84.72,48,3,3,United Kingdom
555103,17454,2011-05-31 13:58:00,104.0,50,5,5,United Kingdom
555104,17949,2011-05-31 14:02:00,816.0,96,1,1,United Kingdom
555106,12790,2011-05-31 14:14:00,324.92,166,21,21,Netherlands
555107,12594,2011-05-31 14:14:00,587.45,267,23,23,Italy
555108,18231,2011-05-31 14:18:00,659.52,165,41,47,United Kingdom
555109,16023,2011-05-31 14:19:00,322.85,175,41,41,United Kingdom
555110,17841,2011-05-31 14:34:00,190.21,154,64,65,United Kingdom
555111,16434,2011-05-31 14:37:00,201.26999999999998,123,11,11,United Kingdom
555112,17725,2011-05-31 14:48:00,314.47,201,16,16,United Kingdom
555113,18190,2011-05-31 14:48:00,113.0,38,6,6,United Kingdom
555114,13571,2011-05-31 14:55:00,120.59,107,15,15,United Kingdom
555116,16919,2011-05-31 15:16:00,317.3,173,29,29,United Kingdom
555119,15163,2011-05-31 15:22:00,155.0,48,10,10,United Kingdom
555124,18204,2011-05-31 15:26:00,540.98,387,84,88,United Kingdom
555125,13481,2011-05-31 15:26:00,313.71000000000004,165,17,17,United Kingdom
555127,15241,2011-05-31 15:30:00,368.1,294,21,21,United Kingdom
555133,16810,2011-05-31 15:32:00,309.54,114,15,15,United Kingdom
555147,13505,2011-05-31 15:41:00,906.4,364,42,42,Switzerland
555156,15643,2011-06-01 07:37:00,39.45,7,2,2,United Kingdom
555157,15643,2011-06-01 07:38:00,287.45,63,8,8,United Kingdom
555158,14842,2011-06-01 08:38:00,1378.48,628,76,76,United Kingdom
555159,15124,2011-06-01 09:06:00,90.75,89,9,9,United Kingdom
555160,14646,2011-06-01 09:18:00,1799.6,1038,13,13,Netherlands
555161,12423,2011-06-01 09:26:00,84.92,57,5,5,Belgium
555162,12473,2011-06-01 10:15:00,661.6899999999999,532,34,34,Germany
555164,14646,2011-06-01 10:24:00,3623.2,1836,13,13,Netherlands
555194,16422,2011-06-01 11:13:00,588.36,524,7,7,United Kingdom
555195,15240,2011-06-01 11:27:00,416.28000000000003,245,20,20,United Kingdom
555198,15916,2011-06-01 11:52:00,113.35,65,9,9,United Kingdom
555199,14606,2011-06-01 12:05:00,109.36999999999999,57,29,29,United Kingdom
555200,17315,2011-06-01 12:05:00,262.61,177,13,13,United Kingdom
555201,16969,2011-06-01 12:10:00,397.36,388,27,27,United Kingdom
555202,16813,2011-06-01 12:11:00,110.55,66,33,34,United Kingdom
555203,17191,2011-06-01 12:13:00,354.82,160,36,36,United Kingdom
555207,16818,2011-06-01 12:19:00,421.73,253,24,24,United Kingdom
555213,13094,2011-06-01 12:22:00,152.64000000000001,144,2,2,United Kingdom
555232,14597,2011-06-01 12:33:00,165.1,118,3,3,United Kingdom
555233,13917,2011-06-01 12:46:00,65.38,38,5,5,United Kingdom
555234,14515,2011-06-01 12:54:00,340.25,194,14,14,United Kingdom
